Geography,Geography,Gender (3a),Age (in single,2021,2016
10,Newfoundland and Labrador,  Women+,26,,
10,Newfoundland and Labrador,  Women+,27,,
10,Newfoundland and Labrador,  Women+,28,,
10,Newfoundland and Labrador,  Women+,29,,
10,Newfoundland and Labrador,  Women+,    30 to 34 years,,
10,Newfoundland and Labrador,  Women+,30,,
10,Newfoundland and Labrador,  Women+,31,,
10,Newfoundland and Labrador,  Women+,32,,
10,Newfoundland and Labrador,  Women+,33,,
10,Newfoundland and Labrador,  Women+,34,,
10,Newfoundland and Labrador,  Women+,    35 to 39 years,,
10,Newfoundland and Labrador,  Women+,35,,
10,Newfoundland and Labrador,  Women+,36,,
10,Newfoundland and Labrador,  Women+,37,,
10,Newfoundland and Labrador,  Women+,38,,
10,Newfoundland and Labrador,  Women+,39,,
10,Newfoundland and Labrador,  Women+,    40 to 44 years,,
10,Newfoundland and Labrador,  Women+,40,,
10,Newfoundland and Labrador,  Women+,41,,
10,Newfoundland and Labrador,  Women+,42,,
10,Newfoundland and Labrador,  Women+,43,,
10,Newfoundland and Labrador,  Women+,44,,
10,Newfoundland and Labrador,  Women+,    45 to 49 years,,
10,Newfoundland and Labrador,  Women+,45,,
10,Newfoundland and Labrador,  Women+,46,,
10,Newfoundland and Labrador,  Women+,47,,
10,Newfoundland and Labrador,  Women+,48,,
10,Newfoundland and Labrador,  Women+,49,,
10,Newfoundland and Labrador,  Women+,    50 to 54 years,,
10,Newfoundland and Labrador,  Women+,50,,
10,Newfoundland and Labrador,  Women+,51,,
10,Newfoundland and Labrador,  Women+,52,,
10,Newfoundland and Labrador,  Women+,53,,
10,Newfoundland and Labrador,  Women+,54,,
10,Newfoundland and Labrador,  Women+,    55 to 59 years,,
10,Newfoundland and Labrador,  Women+,55,,
10,Newfoundland and Labrador,  Women+,56,,
10,Newfoundland and Labrador,  Women+,57,,
10,Newfoundland and Labrador,  Women+,58,,
10,Newfoundland and Labrador,  Women+,59,,
10,Newfoundland and Labrador,  Women+,    60 to 64 years,,
10,Newfoundland and Labrador,  Women+,60,,
10,Newfoundland and Labrador,  Women+,61,,
10,Newfoundland and Labrador,  Women+,62,,
10,Newfoundland and Labrador,  Women+,63,,
10,Newfoundland and Labrador,  Women+,64,,
10,Newfoundland and Labrador,  Women+,  65 years and over,,
10,Newfoundland and Labrador,  Women+,    65 to 69 years,,
10,Newfoundland and Labrador,  Women+,65,,
10,Newfoundland and Labrador,  Women+,66,,
10,Newfoundland and Labrador,  Women+,67,,
10,Newfoundland and Labrador,  Women+,68,,
10,Newfoundland and Labrador,  Women+,69,,
10,Newfoundland and Labrador,  Women+,    70 to 74 years,,
10,Newfoundland and Labrador,  Women+,70,,
10,Newfoundland and Labrador,  Women+,71,,
10,Newfoundland and Labrador,  Women+,72,,
10,Newfoundland and Labrador,  Women+,73,,
10,Newfoundland and Labrador,  Women+,74,,
10,Newfoundland and Labrador,  Women+,    75 to 79 years,,
10,Newfoundland and Labrador,  Women+,75,,
10,Newfoundland and Labrador,  Women+,76,,
10,Newfoundland and Labrador,  Women+,77,,
10,Newfoundland and Labrador,  Women+,78,,
10,Newfoundland and Labrador,  Women+,79,,
10,Newfoundland and Labrador,  Women+,    80 to 84 years,,
10,Newfoundland and Labrador,  Women+,80,,
10,Newfoundland and Labrador,  Women+,81,,
10,Newfoundland and Labrador,  Women+,82,,
10,Newfoundland and Labrador,  Women+,83,,
10,Newfoundland and Labrador,  Women+,84,,
10,Newfoundland and Labrador,  Women+,    85 years and over,,
10,Newfoundland and Labrador,  Women+,      85 to 89 years,,
10,Newfoundland and Labrador,  Women+,85,,
10,Newfoundland and Labrador,  Women+,86,,
10,Newfoundland and Labrador,  Women+,87,,
10,Newfoundland and Labrador,  Women+,88,,
10,Newfoundland and Labrador,  Women+,89,,
10,Newfoundland and Labrador,  Women+,      90 to 94 years,,
10,Newfoundland and Labrador,  Women+,90,,
10,Newfoundland and Labrador,  Women+,91,,
10,Newfoundland and Labrador,  Women+,92,,
10,Newfoundland and Labrador,  Women+,93,,
10,Newfoundland and Labrador,  Women+,94,,
10,Newfoundland and Labrador,  Women+,      95 to 99 years,,
10,Newfoundland and Labrador,  Women+,95,,
10,Newfoundland and Labrador,  Women+,96,,
10,Newfoundland and Labrador,  Women+,97,,
10,Newfoundland and Labrador,  Women+,98,,
10,Newfoundland and Labrador,  Women+,99,,
10,Newfoundland and Labrador,  Women+,      100 years and over,,
10,Newfoundland and Labrador,  Women+,Average age,,
10,Newfoundland and Labrador,  Women+,Median age,,
015,"Corner Brook (CA), N.L.", Total - Gender,Total - Age,,
015,"Corner Brook (CA), N.L.", Total - Gender,  0 to 14 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,    0 to 4 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,      Under 1 year,,
015,"Corner Brook (CA), N.L.", Total - Gender,1,,
015,"Corner Brook (CA), N.L.", Total - Gender,2,,
015,"Corner Brook (CA), N.L.", Total - Gender,3,,
015,"Corner Brook (CA), N.L.", Total - Gender,4,,
015,"Corner Brook (CA), N.L.", Total - Gender,    5 to 9 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,5,,
015,"Corner Brook (CA), N.L.", Total - Gender,6,,
015,"Corner Brook (CA), N.L.", Total - Gender,7,,
015,"Corner Brook (CA), N.L.", Total - Gender,8,,
015,"Corner Brook (CA), N.L.", Total - Gender,9,,
015,"Corner Brook (CA), N.L.", Total - Gender,    10 to 14 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,10,,
015,"Corner Brook (CA), N.L.", Total - Gender,11,,
015,"Corner Brook (CA), N.L.", Total - Gender,12,,
015,"Corner Brook (CA), N.L.", Total - Gender,13,,
015,"Corner Brook (CA), N.L.", Total - Gender,14,,
015,"Corner Brook (CA), N.L.", Total - Gender,  15 to 64 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,    15 to 19 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,15,,
015,"Corner Brook (CA), N.L.", Total - Gender,16,,
015,"Corner Brook (CA), N.L.", Total - Gender,17,,
015,"Corner Brook (CA), N.L.", Total - Gender,18,,
015,"Corner Brook (CA), N.L.", Total - Gender,19,,
015,"Corner Brook (CA), N.L.", Total - Gender,    20 to 24 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,20,,
015,"Corner Brook (CA), N.L.", Total - Gender,21,,
015,"Corner Brook (CA), N.L.", Total - Gender,22,,
015,"Corner Brook (CA), N.L.", Total - Gender,23,,
015,"Corner Brook (CA), N.L.", Total - Gender,24,,
015,"Corner Brook (CA), N.L.", Total - Gender,    25 to 29 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,25,,
015,"Corner Brook (CA), N.L.", Total - Gender,26,,
015,"Corner Brook (CA), N.L.", Total - Gender,27,,
015,"Corner Brook (CA), N.L.", Total - Gender,28,,
015,"Corner Brook (CA), N.L.", Total - Gender,29,,
015,"Corner Brook (CA), N.L.", Total - Gender,    30 to 34 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,30,,
015,"Corner Brook (CA), N.L.", Total - Gender,31,,
015,"Corner Brook (CA), N.L.", Total - Gender,32,,
015,"Corner Brook (CA), N.L.", Total - Gender,33,,
015,"Corner Brook (CA), N.L.", Total - Gender,34,,
015,"Corner Brook (CA), N.L.", Total - Gender,    35 to 39 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,35,,
015,"Corner Brook (CA), N.L.", Total - Gender,36,,
015,"Corner Brook (CA), N.L.", Total - Gender,37,,
015,"Corner Brook (CA), N.L.", Total - Gender,38,,
015,"Corner Brook (CA), N.L.", Total - Gender,39,,
015,"Corner Brook (CA), N.L.", Total - Gender,    40 to 44 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,40,,
015,"Corner Brook (CA), N.L.", Total - Gender,41,,
015,"Corner Brook (CA), N.L.", Total - Gender,42,,
015,"Corner Brook (CA), N.L.", Total - Gender,43,,
015,"Corner Brook (CA), N.L.", Total - Gender,44,,
015,"Corner Brook (CA), N.L.", Total - Gender,    45 to 49 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,45,,
015,"Corner Brook (CA), N.L.", Total - Gender,46,,
015,"Corner Brook (CA), N.L.", Total - Gender,47,,
015,"Corner Brook (CA), N.L.", Total - Gender,48,,
015,"Corner Brook (CA), N.L.", Total - Gender,49,,
015,"Corner Brook (CA), N.L.", Total - Gender,    50 to 54 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,50,,
015,"Corner Brook (CA), N.L.", Total - Gender,51,,
015,"Corner Brook (CA), N.L.", Total - Gender,52,,
015,"Corner Brook (CA), N.L.", Total - Gender,53,,
015,"Corner Brook (CA), N.L.", Total - Gender,54,,
015,"Corner Brook (CA), N.L.", Total - Gender,    55 to 59 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,55,,
015,"Corner Brook (CA), N.L.", Total - Gender,56,,
015,"Corner Brook (CA), N.L.", Total - Gender,57,,
015,"Corner Brook (CA), N.L.", Total - Gender,58,,
015,"Corner Brook (CA), N.L.", Total - Gender,59,,
015,"Corner Brook (CA), N.L.", Total - Gender,    60 to 64 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,60,,
015,"Corner Brook (CA), N.L.", Total - Gender,61,,
015,"Corner Brook (CA), N.L.", Total - Gender,62,,
015,"Corner Brook (CA), N.L.", Total - Gender,63,,
015,"Corner Brook (CA), N.L.", Total - Gender,64,,
015,"Corner Brook (CA), N.L.", Total - Gender,  65 years and over,,
015,"Corner Brook (CA), N.L.", Total - Gender,    65 to 69 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,65,,
015,"Corner Brook (CA), N.L.", Total - Gender,66,,
015,"Corner Brook (CA), N.L.", Total - Gender,67,,
015,"Corner Brook (CA), N.L.", Total - Gender,68,,
015,"Corner Brook (CA), N.L.", Total - Gender,69,,
015,"Corner Brook (CA), N.L.", Total - Gender,    70 to 74 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,70,,
015,"Corner Brook (CA), N.L.", Total - Gender,71,,
015,"Corner Brook (CA), N.L.", Total - Gender,72,,
015,"Corner Brook (CA), N.L.", Total - Gender,73,,
015,"Corner Brook (CA), N.L.", Total - Gender,74,,
015,"Corner Brook (CA), N.L.", Total - Gender,    75 to 79 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,75,,
015,"Corner Brook (CA), N.L.", Total - Gender,76,,
015,"Corner Brook (CA), N.L.", Total - Gender,77,,
015,"Corner Brook (CA), N.L.", Total - Gender,78,,
015,"Corner Brook (CA), N.L.", Total - Gender,79,,
015,"Corner Brook (CA), N.L.", Total - Gender,    80 to 84 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,80,,
015,"Corner Brook (CA), N.L.", Total - Gender,81,,
015,"Corner Brook (CA), N.L.", Total - Gender,82,,
015,"Corner Brook (CA), N.L.", Total - Gender,83,,
015,"Corner Brook (CA), N.L.", Total - Gender,84,,
015,"Corner Brook (CA), N.L.", Total - Gender,    85 years and over,,
015,"Corner Brook (CA), N.L.", Total - Gender,      85 to 89 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,85,,
015,"Corner Brook (CA), N.L.", Total - Gender,86,,
015,"Corner Brook (CA), N.L.", Total - Gender,87,,
015,"Corner Brook (CA), N.L.", Total - Gender,88,,
015,"Corner Brook (CA), N.L.", Total - Gender,89,,
015,"Corner Brook (CA), N.L.", Total - Gender,      90 to 94 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,90,,
015,"Corner Brook (CA), N.L.", Total - Gender,91,,
015,"Corner Brook (CA), N.L.", Total - Gender,92,,
015,"Corner Brook (CA), N.L.", Total - Gender,93,,
015,"Corner Brook (CA), N.L.", Total - Gender,94,,
015,"Corner Brook (CA), N.L.", Total - Gender,      95 to 99 years,,
015,"Corner Brook (CA), N.L.", Total - Gender,95,,
015,"Corner Brook (CA), N.L.", Total - Gender,96,,
015,"Corner Brook (CA), N.L.", Total - Gender,97,,
015,"Corner Brook (CA), N.L.", Total - Gender,98,,
015,"Corner Brook (CA), N.L.", Total - Gender,99,,
015,"Corner Brook (CA), N.L.", Total - Gender,      100 years and over,,
015,"Corner Brook (CA), N.L.", Total - Gender,Average age,,
015,"Corner Brook (CA), N.L.", Total - Gender,Median age,,
015,"Corner Brook (CA), N.L.",  Men+,Total - Age,,
015,"Corner Brook (CA), N.L.",  Men+,  0 to 14 years,,
015,"Corner Brook (CA), N.L.",  Men+,    0 to 4 years,,
015,"Corner Brook (CA), N.L.",  Men+,      Under 1 year,,
015,"Corner Brook (CA), N.L.",  Men+,1,,
015,"Corner Brook (CA), N.L.",  Men+,2,,
015,"Corner Brook (CA), N.L.",  Men+,3,,
015,"Corner Brook (CA), N.L.",  Men+,4,,
015,"Corner Brook (CA), N.L.",  Men+,    5 to 9 years,,
015,"Corner Brook (CA), N.L.",  Men+,5,,
015,"Corner Brook (CA), N.L.",  Men+,6,,
015,"Corner Brook (CA), N.L.",  Men+,7,,
015,"Corner Brook (CA), N.L.",  Men+,8,,
015,"Corner Brook (CA), N.L.",  Men+,9,,
015,"Corner Brook (CA), N.L.",  Men+,    10 to 14 years,,
015,"Corner Brook (CA), N.L.",  Men+,10,,
015,"Corner Brook (CA), N.L.",  Men+,11,,
015,"Corner Brook (CA), N.L.",  Men+,12,,
015,"Corner Brook (CA), N.L.",  Men+,13,,
015,"Corner Brook (CA), N.L.",  Men+,14,,
015,"Corner Brook (CA), N.L.",  Men+,  15 to 64 years,,
015,"Corner Brook (CA), N.L.",  Men+,    15 to 19 years,,
015,"Corner Brook (CA), N.L.",  Men+,15,,
015,"Corner Brook (CA), N.L.",  Men+,16,,
015,"Corner Brook (CA), N.L.",  Men+,17,,
015,"Corner Brook (CA), N.L.",  Men+,18,,
015,"Corner Brook (CA), N.L.",  Men+,19,,
015,"Corner Brook (CA), N.L.",  Men+,    20 to 24 years,,
015,"Corner Brook (CA), N.L.",  Men+,20,,
015,"Corner Brook (CA), N.L.",  Men+,21,,
015,"Corner Brook (CA), N.L.",  Men+,22,,
015,"Corner Brook (CA), N.L.",  Men+,23,,
015,"Corner Brook (CA), N.L.",  Men+,24,,
015,"Corner Brook (CA), N.L.",  Men+,    25 to 29 years,,
015,"Corner Brook (CA), N.L.",  Men+,25,,
015,"Corner Brook (CA), N.L.",  Men+,26,,
015,"Corner Brook (CA), N.L.",  Men+,27,,
015,"Corner Brook (CA), N.L.",  Men+,28,,
015,"Corner Brook (CA), N.L.",  Men+,29,,
015,"Corner Brook (CA), N.L.",  Men+,    30 to 34 years,,
015,"Corner Brook (CA), N.L.",  Men+,30,,
015,"Corner Brook (CA), N.L.",  Men+,31,,
015,"Corner Brook (CA), N.L.",  Men+,32,,
015,"Corner Brook (CA), N.L.",  Men+,33,,
015,"Corner Brook (CA), N.L.",  Men+,34,,
015,"Corner Brook (CA), N.L.",  Men+,    35 to 39 years,,
015,"Corner Brook (CA), N.L.",  Men+,35,,
015,"Corner Brook (CA), N.L.",  Men+,36,,
015,"Corner Brook (CA), N.L.",  Men+,37,,
015,"Corner Brook (CA), N.L.",  Men+,38,,
015,"Corner Brook (CA), N.L.",  Men+,39,,
015,"Corner Brook (CA), N.L.",  Men+,    40 to 44 years,,
015,"Corner Brook (CA), N.L.",  Men+,40,,
015,"Corner Brook (CA), N.L.",  Men+,41,,
015,"Corner Brook (CA), N.L.",  Men+,42,,
015,"Corner Brook (CA), N.L.",  Men+,43,,
015,"Corner Brook (CA), N.L.",  Men+,44,,
015,"Corner Brook (CA), N.L.",  Men+,    45 to 49 years,,
015,"Corner Brook (CA), N.L.",  Men+,45,,
015,"Corner Brook (CA), N.L.",  Men+,46,,
015,"Corner Brook (CA), N.L.",  Men+,47,,
015,"Corner Brook (CA), N.L.",  Men+,48,,
015,"Corner Brook (CA), N.L.",  Men+,49,,
015,"Corner Brook (CA), N.L.",  Men+,    50 to 54 years,,
015,"Corner Brook (CA), N.L.",  Men+,50,,
015,"Corner Brook (CA), N.L.",  Men+,51,,
015,"Corner Brook (CA), N.L.",  Men+,52,,
015,"Corner Brook (CA), N.L.",  Men+,53,,
015,"Corner Brook (CA), N.L.",  Men+,54,,
015,"Corner Brook (CA), N.L.",  Men+,    55 to 59 years,,
015,"Corner Brook (CA), N.L.",  Men+,55,,
015,"Corner Brook (CA), N.L.",  Men+,56,,
015,"Corner Brook (CA), N.L.",  Men+,57,,
015,"Corner Brook (CA), N.L.",  Men+,58,,
015,"Corner Brook (CA), N.L.",  Men+,59,,
015,"Corner Brook (CA), N.L.",  Men+,    60 to 64 years,,
015,"Corner Brook (CA), N.L.",  Men+,60,,
015,"Corner Brook (CA), N.L.",  Men+,61,,
015,"Corner Brook (CA), N.L.",  Men+,62,,
015,"Corner Brook (CA), N.L.",  Men+,63,,
015,"Corner Brook (CA), N.L.",  Men+,64,,
015,"Corner Brook (CA), N.L.",  Men+,  65 years and over,,
015,"Corner Brook (CA), N.L.",  Men+,    65 to 69 years,,
015,"Corner Brook (CA), N.L.",  Men+,65,,
015,"Corner Brook (CA), N.L.",  Men+,66,,
015,"Corner Brook (CA), N.L.",  Men+,67,,
015,"Corner Brook (CA), N.L.",  Men+,68,,
015,"Corner Brook (CA), N.L.",  Men+,69,,
015,"Corner Brook (CA), N.L.",  Men+,    70 to 74 years,,
015,"Corner Brook (CA), N.L.",  Men+,70,,
015,"Corner Brook (CA), N.L.",  Men+,71,,
015,"Corner Brook (CA), N.L.",  Men+,72,,
015,"Corner Brook (CA), N.L.",  Men+,73,,
015,"Corner Brook (CA), N.L.",  Men+,74,,
015,"Corner Brook (CA), N.L.",  Men+,    75 to 79 years,,
015,"Corner Brook (CA), N.L.",  Men+,75,,
015,"Corner Brook (CA), N.L.",  Men+,76,,
015,"Corner Brook (CA), N.L.",  Men+,77,,
015,"Corner Brook (CA), N.L.",  Men+,78,,
015,"Corner Brook (CA), N.L.",  Men+,79,,
015,"Corner Brook (CA), N.L.",  Men+,    80 to 84 years,,
015,"Corner Brook (CA), N.L.",  Men+,80,,
015,"Corner Brook (CA), N.L.",  Men+,81,,
015,"Corner Brook (CA), N.L.",  Men+,82,,
015,"Corner Brook (CA), N.L.",  Men+,83,,
015,"Corner Brook (CA), N.L.",  Men+,84,,
015,"Corner Brook (CA), N.L.",  Men+,    85 years and over,,
015,"Corner Brook (CA), N.L.",  Men+,      85 to 89 years,,
015,"Corner Brook (CA), N.L.",  Men+,85,,
015,"Corner Brook (CA), N.L.",  Men+,86,,
015,"Corner Brook (CA), N.L.",  Men+,87,,
015,"Corner Brook (CA), N.L.",  Men+,88,,
015,"Corner Brook (CA), N.L.",  Men+,89,,
015,"Corner Brook (CA), N.L.",  Men+,      90 to 94 years,,
015,"Corner Brook (CA), N.L.",  Men+,90,,
015,"Corner Brook (CA), N.L.",  Men+,91,,
015,"Corner Brook (CA), N.L.",  Men+,92,,
015,"Corner Brook (CA), N.L.",  Men+,93,,
015,"Corner Brook (CA), N.L.",  Men+,94,,
015,"Corner Brook (CA), N.L.",  Men+,      95 to 99 years,,
015,"Corner Brook (CA), N.L.",  Men+,95,,
015,"Corner Brook (CA), N.L.",  Men+,96,,
015,"Corner Brook (CA), N.L.",  Men+,97,,
015,"Corner Brook (CA), N.L.",  Men+,98,,
015,"Corner Brook (CA), N.L.",  Men+,99,,
015,"Corner Brook (CA), N.L.",  Men+,      100 years and over,,
015,"Corner Brook (CA), N.L.",  Men+,Average age,,
015,"Corner Brook (CA), N.L.",  Men+,Median age,,
015,"Corner Brook (CA), N.L.",  Women+,Total - Age,,
015,"Corner Brook (CA), N.L.",  Women+,  0 to 14 years,,
015,"Corner Brook (CA), N.L.",  Women+,    0 to 4 years,,
015,"Corner Brook (CA), N.L.",  Women+,      Under 1 year,,
015,"Corner Brook (CA), N.L.",  Women+,1,,
015,"Corner Brook (CA), N.L.",  Women+,2,,
015,"Corner Brook (CA), N.L.",  Women+,3,,
015,"Corner Brook (CA), N.L.",  Women+,4,,
015,"Corner Brook (CA), N.L.",  Women+,    5 to 9 years,,
015,"Corner Brook (CA), N.L.",  Women+,5,,
015,"Corner Brook (CA), N.L.",  Women+,6,,
015,"Corner Brook (CA), N.L.",  Women+,7,,
015,"Corner Brook (CA), N.L.",  Women+,8,,
015,"Corner Brook (CA), N.L.",  Women+,9,,
015,"Corner Brook (CA), N.L.",  Women+,    10 to 14 years,,
015,"Corner Brook (CA), N.L.",  Women+,10,,
015,"Corner Brook (CA), N.L.",  Women+,11,,
015,"Corner Brook (CA), N.L.",  Women+,12,,
015,"Corner Brook (CA), N.L.",  Women+,13,,
015,"Corner Brook (CA), N.L.",  Women+,14,,
015,"Corner Brook (CA), N.L.",  Women+,  15 to 64 years,,
015,"Corner Brook (CA), N.L.",  Women+,    15 to 19 years,,
015,"Corner Brook (CA), N.L.",  Women+,15,,
015,"Corner Brook (CA), N.L.",  Women+,16,,
015,"Corner Brook (CA), N.L.",  Women+,17,,
015,"Corner Brook (CA), N.L.",  Women+,18,,
015,"Corner Brook (CA), N.L.",  Women+,19,,
015,"Corner Brook (CA), N.L.",  Women+,    20 to 24 years,,
015,"Corner Brook (CA), N.L.",  Women+,20,,
015,"Corner Brook (CA), N.L.",  Women+,21,,
015,"Corner Brook (CA), N.L.",  Women+,22,,
015,"Corner Brook (CA), N.L.",  Women+,23,,
015,"Corner Brook (CA), N.L.",  Women+,24,,
015,"Corner Brook (CA), N.L.",  Women+,    25 to 29 years,,
015,"Corner Brook (CA), N.L.",  Women+,25,,
015,"Corner Brook (CA), N.L.",  Women+,26,,
015,"Corner Brook (CA), N.L.",  Women+,27,,
015,"Corner Brook (CA), N.L.",  Women+,28,,
015,"Corner Brook (CA), N.L.",  Women+,29,,
015,"Corner Brook (CA), N.L.",  Women+,    30 to 34 years,,
015,"Corner Brook (CA), N.L.",  Women+,30,,
015,"Corner Brook (CA), N.L.",  Women+,31,,
015,"Corner Brook (CA), N.L.",  Women+,32,,
015,"Corner Brook (CA), N.L.",  Women+,33,,
015,"Corner Brook (CA), N.L.",  Women+,34,,
015,"Corner Brook (CA), N.L.",  Women+,    35 to 39 years,,
015,"Corner Brook (CA), N.L.",  Women+,35,,
015,"Corner Brook (CA), N.L.",  Women+,36,,
015,"Corner Brook (CA), N.L.",  Women+,37,,
015,"Corner Brook (CA), N.L.",  Women+,38,,
015,"Corner Brook (CA), N.L.",  Women+,39,,
015,"Corner Brook (CA), N.L.",  Women+,    40 to 44 years,,
015,"Corner Brook (CA), N.L.",  Women+,40,,
